2023-11-22 15:31:23 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 5848
2023-11-22 15:31:23 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-11-22 15:31:23 0 [Note] InnoDB: Uses event mutexes
2023-11-22 15:31:23 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-11-22 15:31:23 0 [Note] InnoDB: Number of pools: 1
2023-11-22 15:31:23 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=443] with future log sequence number 27179697
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=370] with future log sequence number 27179653
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=505] with future log sequence number 27179609
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=454] with future log sequence number 27179565
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=367] with future log sequence number 27179505
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=8] with future log sequence number 27166660
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=389] with future log sequence number 27179461
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=431] with future log sequence number 27179417
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=309] with future log sequence number 27179373
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=89, page number=4] with future log sequence number 27159798
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=331] with future log sequence number 27179329
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=316] with future log sequence number 27179285
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=350] with future log sequence number 27179241
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=465] with future log sequence number 27179197
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=338] with future log sequence number 27179091
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=329] with future log sequence number 27158049
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=366] with future log sequence number 27157927
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=483] with future log sequence number 27157883
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=488] with future log sequence number 27157839
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=306] with future log sequence number 27157795
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=399] with future log sequence number 27157751
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=357] with future log sequence number 27157707
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=340] with future log sequence number 27157663
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=442] with future log sequence number 27157619
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=503] with future log sequence number 27157575
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=382] with future log sequence number 27157531
2023-11-22 15:31:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 45491626 is in the future! Current system log sequence number 300306.
2023-11-22 15:31:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-11-22 15:31:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 26449625 is in the future! Current system log sequence number 300306.
2023-11-22 15:31:24 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-11-22 15:31:24 0 [ERROR] InnoDB: Page [page id: space=0, page number=4] log sequence number 27003087 is in the future! Current system log sequence number 300306.
